YEARMONTH,EPISODE_ID,EVENT_ID,LOCATION_INDEX,RANGE,AZIMUTH,LOCATION,LATITUDE,LONGITUDE,LAT2,LON2
202006,148769,896270,1,1.22,"NW","CLEAR LAKE",43.14,-93.4,438400,9324000
202006,148769,896271,1,1.47,"NNW","CLEAR LAKE",43.15,-93.39,439000,9323400
202006,148769,896272,1,.5,"E","WINNEBAGO HGTS",43.2,-93.21,4312000,9312600
202006,148769,896273,1,2.05,"SW","BURCHINAL",43.05,-93.31,433000,9318600
202006,148769,896274,1,0,"N","CLARKSVILLE",42.78,-92.67,4246800,9240200
202006,148769,896275,1,2.59,"SE","LOVINGTON",41.62,-93.67,4137200,9340200
202006,148769,896276,1,.86,"NW","HAMPTON MUNI ARPT",42.74,-93.24,4244400,9314400
202006,148769,896277,1,0,"N","IOWA FALLS",42.52,-93.27,4231200,9316200
202006,148769,896278,1,0,"N","IOWA FALLS",42.52,-93.27,4231200,9316200
202006,148769,896279,1,.69,"S","PLAINFIELD",42.84,-92.53,4250400,9231800
202006,148769,896280,1,.69,"S","PLAINFIELD",42.84,-92.53,4250400,9231800
202006,148769,896281,1,1.03,"E","DES MOINES",41.6,-93.6,4136000,9336000
202006,148769,896282,1,2.18,"ESE","DES MOINES",41.59,-93.58,4135400,9334800
202006,148769,896283,1,.86,"NW","CAPITOL HGTS",41.63,-93.56,4137800,9333600
202006,148769,896284,1,2.32,"SSW","NEWTON MUNI ARPT",41.65,-93.04,4139000,932400
202006,148769,896285,1,3.79,"NNE","KILLDUFF",41.65,-92.89,4139000,9253400
202006,148769,896286,1,.5,"E","GRUVER",43.4,-94.71,4324000,9442600
202006,148769,896287,1,.69,"N","(MCW)MASON CITY MUNI",43.16,-93.33,439600,9319800
202006,148769,896288,1,3.67,"SW","BURCHINAL",43.04,-93.34,432400,9320400
202006,148769,896289,1,.69,"S","HAMPTON",42.74,-93.2,4244400,9312000
202006,148769,896290,1,.69,"S","HAMPTON",42.74,-93.2,4244400,9312000
202006,148769,896291,1,.86,"SW","PLAINFIELD",42.84,-92.54,4250400,9232400
202006,148769,896292,1,1.24,"NE","CAPITOL HGTS",41.63,-93.53,4137800,9331800
202006,148769,896293,1,.69,"N","(30I)LAMONI MUNI ARP",40.64,-93.9,4038400,9354000
202006,148769,899474,1,3.01,"WNW","AUSTINVILLE",42.5996,-93.0029,4235976,93174
202006,148769,899474,2,2.64,"SW","ALLISON",42.7278,-92.8224,4243668,9249344
202006,148769,899474,3,1.2,"SW","DUMONT",42.7396,-92.9889,4244376,9259334
202006,148769,899474,4,4.59,"WNW","KESLEY",42.6849,-93.0081,4241094,93486
202006,148769,899475,1,1.38,"N","KESLEY",42.69,-92.92,4241400,9255200
202006,148769,899476,1,1.23,"NW","REINBECK",42.33,-92.62,4219800,9237200
202006,148769,899476,2,1.84,"NW","REINBECK",42.3353,-92.6295,4220118,9237770
202006,148769,899476,3,1.64,"WNW","REINBECK",42.3287,-92.6298,4219722,9237788
202006,148769,899476,4,1.01,"WNW","REINBECK",42.3239,-92.619,4219434,9237140
202006,148769,899476,5,.76,"WNW","REINBECK",42.3239,-92.6139,4219434,9236834
202006,148769,899476,6,1,"NW","REINBECK",42.3292,-92.615,4219752,9236900
202006,148769,899477,1,5.13,"E","CLUTIER",42.08,-92.3,424800,9218000
202006,148769,899478,1,0,"N","(ALO)WATERLOO MUNI A",42.55,-92.4,4233000,9224000
202006,148769,899479,1,3.36,"ENE","REINBECK",42.34,-92.54,4220400,9232400
202006,148769,899480,1,0,"N","LA PORTE CITY",42.32,-92.2,4219200,9212000
202006,148769,899481,1,.51,"W","CONRAD",42.23,-92.89,4213800,9253400
202006,148769,899481,2,.9,"SW","CONRAD",42.2194,-92.8902,4213164,9253412
202006,148769,899481,3,1.21,"SE","CONRAD",42.2198,-92.8608,4213188,9251648
202006,148769,899481,4,.91,"E","CONRAD",42.2307,-92.8622,4213842,9251732
202006,148769,899482,1,1.68,"ENE","CASTLE HILL",42.53,-92.37,4231800,9222200
202006,148769,899483,1,1.24,"SW","NEWTON",41.69,-93.07,4141400,934200
202006,148769,899484,1,5.13,"E","CLUTIER",42.08,-92.3,424800,9218000
202006,148769,899485,1,1.44,"ENE","WEST DES MOINES",41.588,-93.6943,4135280,9341658
202006,148769,899485,2,1.4,"ENE","WEST DES MOINES",41.5872,-93.6946,4135232,9341676
202006,148769,899485,3,1.46,"ENE","WEST DES MOINES",41.587,-93.6933,4135220,9341598
202006,148769,899485,4,1.48,"ENE","WEST DES MOINES",41.5877,-93.6933,4135262,9341598
202006,148769,899486,1,3.45,"N","DIKE",42.52,-92.63,4231200,9237800
202006,148769,899487,1,.69,"S","TRAER",42.19,-92.47,4211400,9228200
202006,148769,899488,1,0,"N","LA PORTE CITY",42.32,-92.2,4219200,9212000
202006,148769,899489,1,3.36,"ENE","REINBECK",42.34,-92.54,4220400,9232400
202006,148769,899490,1,.86,"NW","DYSART",42.18,-92.33,4210800,9219800
202006,148769,899491,1,0,"N","WEST DES MOINES",41.58,-93.72,4134800,9343200
202006,148769,899492,1,1.24,"SW","CAPITOL HGTS",41.61,-93.57,4136600,9334200
202006,148769,899493,1,2.49,"NW","DES MOINES",41.62,-93.66,4137200,9339600
202006,148769,899494,1,1.03,"E","COLFAX",41.67,-93.23,4140200,9313800
202006,148769,899495,1,5.31,"ESE","GARWIN",42.08,-92.58,424800,9234800
202006,148769,899496,1,.69,"S","BEAMAN",42.22,-92.82,4213200,9249200
202006,148769,899497,1,0,"N","TRAER",42.2,-92.47,4212000,9228200
202006,148769,899497,2,.12,"S","TRAER",42.1983,-92.47,4211898,9228200
202006,148769,899497,3,.34,"ESE","TRAER",42.1984,-92.4637,4211904,9227822
202006,148769,899497,4,.32,"E","TRAER",42.2003,-92.4637,4212018,9227822
202006,148769,899498,1,0,"N","TRAER",42.2,-92.47,4212000,9228200
202006,148769,899498,2,.08,"S","TRAER",42.1988,-92.47,4211928,9228200
202006,148769,899498,3,.3,"ESE","TRAER",42.199,-92.4642,4211940,9227852
202006,148769,899498,4,.27,"E","TRAER",42.2001,-92.4647,4212006,9227882
202006,148769,899499,1,2.65,"NNE","IRVING",41.9645,-92.2974,4157870,9217844
202006,148769,899499,2,2.63,"NNE","IRVING",41.9645,-92.2983,4157870,9217898
202006,148429,896476,2,.15,"ENE","WESTON",42.3706,-71.2671,4222236,7116026
202006,148429,896476,3,.76,"WSW","NORTH WALTHAM",42.3955,-71.2635,4223730,7115810
202006,148429,896476,4,.84,"ESE","SILVER HILL",42.3942,-71.2656,4223652,7115936
202006,148429,896484,1,2.14,"NNE","WELLESLEY",42.3487,-71.2642,4220922,7115852
202006,148429,896484,2,2.18,"NNE","WELLESLEY",42.349,-71.2632,4220940,7115792
202006,148429,896484,3,2.14,"NNE","WELLESLEY",42.3483,-71.263,4220898,7115780
202006,148429,896484,4,2.11,"NNE","WELLESLEY",42.3482,-71.264,4220892,7115840
202006,148429,896493,1,1.18,"ESE","WELLESLEY FELLS",42.2949,-71.2981,4217694,7117886
202006,148429,896493,2,1.24,"ESE","WELLESLEY FELLS",42.2941,-71.297,4217646,7117820
202006,148429,896493,3,.63,"SSE","WELLESLEY",42.3122,-71.2737,4218732,7116422
202006,148429,896493,4,.48,"SSE","WELLESLEY",42.3136,-71.2763,4218816,7116578
202006,148439,894218,1,1.2,"E","DAYTONA NORTH",29.45,-81.38,2927000,8122800
202006,148440,894219,1,4.14,"ENE","SUWANNEE VLY",30.33,-82.66,3019800,8239600
202006,148440,894220,1,1.51,"SSW","SUWANNEE VLY",30.28,-82.73,3016800,8243800
202006,148440,894221,1,4.23,"E","WINFIELD",30.28,-82.61,3016800,8236600
202006,148440,894222,1,5.11,"SW","SUWANNEE VLY",30.24,-82.77,3014400,8246200
202006,148440,894223,1,3.01,"SSW","WINFIELD",30.23,-82.7,3013800,8242000
202006,148440,894224,1,3.16,"NW","LAKE CITY",30.21,-82.67,3012600,8240200
202006,148441,894225,1,1.23,"ESE","FOLKSTON",30.8262,-81.9997,3049572,8159982
202006,148441,894225,2,1.59,"ENE","FOLKSTON",30.8379,-81.9949,3050274,8159694
202006,148441,894225,3,.24,"NE","FOLKSTON",30.8328,-82.0175,3049968,821050
202006,148441,894225,4,.43,"SE","FOLKSTON",30.8249,-82.0158,3049494,82948
202006,148441,894226,1,.91,"SE","HOMELAND",30.84,-82.01,3050400,82600
202006,148442,894227,1,6.74,"W","INGLE",30.4205,-82.0331,3025230,821986
202006,148442,894227,2,6.41,"W","INGLE",30.4197,-82.0277,3025182,821662
202006,148592,903272,3,2.51,"WSW","SHANTYTOWN",38.0179,-92.0935,381074,925610
202006,148592,903272,4,2.4,"WSW","SHANTYTOWN",38.0125,-92.088,38750,925280
202006,148592,903274,1,2.58,"ESE","HELM",37.96,-92.11,3757600,926600
202006,148592,903274,2,2.38,"ESE","HELM",37.962,-92.1128,3757720,926768
202006,148592,903274,3,2.27,"SE","HELM",37.96,-92.1169,3757600,927014
202006,148592,903274,4,2.57,"SE","HELM",37.9573,-92.1126,3757438,926756
202006,148592,903279,1,2.64,"NW","SUGARTREE",38,-92.01,3800,92600
202006,148592,903279,2,1.63,"NW","SUGARTREE",37.9841,-92.004,3759046,92240
202006,148592,903279,3,1.38,"NW","SUGARTREE",37.9854,-91.9961,3759124,9159766
202006,148592,903279,4,2.43,"NNW","SUGARTREE",38.0018,-91.9993,38108,9159958
202006,148592,903283,1,2.07,"N","JERKTAIL",37.45,-92.45,3727000,9227000
202006,148592,903283,2,1.64,"NNW","JERKTAIL",37.4429,-92.4578,3726574,9227468
202006,148592,903283,3,1.41,"N","JERKTAIL",37.4403,-92.4495,3726418,9226970
202006,148592,903283,4,1.9,"NNE","JERKTAIL",37.4468,-92.4424,3726808,9226544
202006,148592,903289,1,.88,"SE","AGNES",37.51,-92.49,3730600,9229400
202006,148592,903289,2,.7,"SE","AGNES",37.5129,-92.491,3730774,9229460
202006,148592,903289,3,.56,"SSE","AGNES",37.5128,-92.4954,3730768,9229724
202006,148592,903289,4,.77,"SSE","AGNES",37.5095,-92.4955,3730570,9229730
202006,148592,903290,1,3.56,"ENE","RUSS",37.6,-92.54,3736000,9232400
202006,148592,903290,2,3.32,"ENE","RUSS",37.5982,-92.5439,3735892,9232634
202006,148592,903290,3,3.16,"ENE","RUSS",37.6023,-92.5496,3736138,9232976
202006,148592,903290,4,3.5,"ENE","RUSS",37.6043,-92.5439,3736258,9232634
202006,148592,903291,1,2.76,"N","ZORA",38.32,-93.1,3819200,936000
202006,148592,903291,2,2.49,"N","ZORA",38.3158,-93.0943,3818948,935658
202006,148592,903291,3,2.18,"N","ZORA",38.3115,-93.0974,3818690,935844
202006,148592,903291,4,2.38,"N","ZORA",38.3143,-93.105,3818858,936300
202006,148592,903294,1,1.79,"WNW","RAYBORN",37.31,-92.4,3718600,9224000
202006,148592,903294,2,1.66,"WNW","RAYBORN",37.3129,-92.3954,3718774,9223724
202006,148592,903294,3,1.93,"NW","RAYBORN",37.3166,-92.3981,3718996,9223886
202006,148592,903294,4,2.2,"WNW","RAYBORN",37.3152,-92.4052,3718912,9224312
202006,148592,903299,1,0,"N","PEASE",37.5,-92.63,3730000,9237800
202006,148592,903299,2,.25,"SE","PEASE",37.4978,-92.6264,3729868,9237584
202006,148592,903299,3,.32,"SSE","PEASE",37.4956,-92.6281,3729736,9237686
202006,148592,903299,4,.17,"WSW","PEASE",37.4994,-92.633,3729964,9237980
202006,148592,903524,1,3.88,"SE","HORTON",37.94,-94.33,3756400,9419800
202006,148592,903525,1,2.85,"ESE","BONHAM",36.92,-93.63,3655200,9337800
202006,148592,903526,1,1.11,"W","BRANSON",36.65,-93.24,3639000,9314400
202006,148592,903527,1,1.19,"NNW","RIPPEE",36.8868,-92.475,3653208,9228500
202006,148592,903528,1,3.02,"SSE","CROCKERVILLE",38.4087,-93.0816,3824522,934896
202006,148592,903529,1,6.44,"SW","STOVER",38.3812,-93.0602,3822872,933612
202006,148592,903530,1,2.82,"SSW","NOTCH",36.63,-93.36,3637800,9321600
202006,148592,903531,1,.89,"SW","LAMPE",36.56,-93.44,3633600,9326400
202006,148592,903532,1,2.89,"WNW","COLE CAMP",38.4822,-93.2511,3828932,9315066
202006,148592,903534,1,.55,"E","ROGERSVILLE",37.12,-93.06,377200,933600
202006,148592,903535,1,1.25,"NE","DOGWOOD",37.0402,-92.8313,372412,9249878
202006,148592,903536,1,0,"N","WAGONER",37.67,-93.93,3740200,9355800
202006,148592,903538,1,2.85,"W","STOCKTON MUNI ARPT",37.6728,-93.872,3740368,9352320
202006,148592,903538,2,2.19,"W","STOCKTON MUNI ARPT",37.67,-93.86,3740200,9351600
202006,148592,903539,1,2.35,"NNW","LOCKWOOD",37.41,-93.99,3724600,9359400
202006,148592,903540,1,1.96,"W","CORRY",37.482,-93.7657,3728920,9345942
202006,148592,903543,1,1.29,"ENE","JERICO SPGS",37.6269,-93.998,3737614,9359880
202006,148592,903544,1,.38,"SSW","GREENFIELD",37.4152,-93.8532,3724912,9351192
202006,148592,903544,2,.88,"SE","GREENFIELD",37.41,-93.84,3724600,9350400
202006,148592,903545,1,.96,"SSE","PENNSBORO",37.3167,-93.845,3719002,9350700
202006,148592,903546,1,.17,"WNW","MT VERNON",37.1013,-93.8325,376078,9349950
202006,148592,903546,2,1.38,"E","MT VERNON",37.0985,-93.8051,375910,9348306
202006,148592,903568,1,.88,"SW","(SGF)SPRINGFIELD ARP",37.24,-93.39,3714400,9323400
202006,148592,903568,2,1.15,"S","GALLOWAY",37.1134,-93.2289,376804,9313734
202006,148592,903569,1,1.04,"SW","OZARK AIRPARK ARPT",37.0411,-93.2452,372466,9314712
202006,148592,903569,2,1.79,"ESE","SELMORE",36.96,-93.2,3657600,9312000
202006,148592,903570,1,1.3,"ESE","MT VERNON",37.09,-93.81,375400,9348600
202006,148647,895462,1,3.45,"S","JAMIESON",44.13,-117.43,447800,11725800
202006,148647,895462,2,5.45,"NE","WILLOWCREEK",44.1918,-117.2816,4411508,11716896
202006,148655,895541,1,1.62,"SSE","MARION",40.5587,-83.117,4033522,837020
202006,148655,895542,1,.91,"N","SEVEN HILLS",41.3831,-81.6712,4122986,8140272
202006,148665,895727,1,6.01,"SSW","BIG ARM",47.717,-114.339,4743020,11420340
202006,148665,895727,2,3.7,"NNE","POLSON ARPT",47.747,-114.142,4744820,1148520
202006,148665,895728,1,3.03,"SW","KILA",48.088,-114.495,485280,11429700
202006,148665,895728,2,3.36,"E","EVERGREEN",48.221,-114.197,4813260,11411820
202006,148665,895729,1,0,"N","HUNGRY HORSE",48.38,-114.05,4822800,1143000
202006,148665,895732,1,2.45,"E","EUREKA",48.8736,-114.997,4852416,11459820
202006,148665,895732,2,.41,"NE","STRYKER",48.6733,-114.7627,4840398,11445762
202006,147106,889213,1,2.06,"ENE","OCONTO",44.8944,-87.8431,4453664,8750586
202006,147106,889213,2,3.46,"NNE","OCONTO",44.9247,-87.8482,4455482,8750892
202006,147106,889213,3,4.71,"NNE","OCONTO",44.9409,-87.8368,4456454,8750208
202006,147106,889213,4,5,"NNE","OCONTO",44.9416,-87.8263,4456496,8749578
202006,147106,889213,5,3.46,"NE","OCONTO",44.9209,-87.8394,4455254,8750364
202006,147106,889213,6,2.65,"ENE","OCONTO",44.896,-87.8307,4453760,8749842
202006,147110,884293,1,.69,"S","BABCOCK",44.29,-90.13,4417400,907800
202006,147110,884294,1,.49,"E","PORT EDWARDS",44.33,-89.84,4419800,8950400
202006,147110,884295,1,1.47,"SSE","PORT EDWARDS",44.31,-89.84,4418600,8950400
202006,147110,884296,1,1.21,"SE","PLAINFIELD",44.21,-89.46,4412600,8927600
202006,147110,884297,1,1.7,"NW","WISCONSIN RAPIDS",44.4,-89.84,4424000,8950400
202006,147110,884298,1,1.38,"S","ALMOND",44.25,-89.4,4415000,8924000
202006,147110,884299,1,0,"N","PLOVER",44.45,-89.53,4427000,8931800
202006,147110,884300,1,.69,"S","WAUTOMA",44.06,-89.28,443600,8916800
202006,147110,884301,1,.85,"SW","POY SIPPI",44.12,-89.01,447200,89600
202006,147110,884302,1,.69,"S","WAUTOMA",44.06,-89.28,443600,8916800
202006,147110,884303,1,.69,"S","OSHKOSH",44.01,-88.55,44600,8833000
202006,147110,884304,1,0,"N","OMRO",44.03,-88.75,441800,8845000
202006,147110,884305,1,3.49,"N","OSHKOSH",44.07,-88.54,444200,8832400
202006,147110,884306,1,.5,"E","CHILTON",44.03,-88.16,441800,889600
202006,147110,884311,1,1.8,"SSE","LAKE BUTTE DES MORTS",44.0566,-88.6142,443396,8836852
202006,147112,884310,1,.9,"ESE","MANITOWOC",44.0771,-87.6523,444626,8739138
202006,147112,902581,1,6.11,"E","CLEVELAND",43.9187,-87.6272,4355122,8737632
202006,147120,902001,1,1.33,"WNW","FLETCHER CHAPEL",34.74,-86.69,3444400,8641400
202006,147120,902002,1,3.97,"SW","COLLINSVILLE",34.23,-85.92,3413800,8555200
202006,147120,902004,1,1.7,"W","FLETCHER CHAPEL",34.7347,-86.6993,3444082,8641958
202006,147126,884394,1,9.62,"W","ALANREED",35.23,-100.9,3513800,10054000
202006,147133,884530,1,1.48,"SSE","DEMING",40.1,-86.09,406000,865400
202006,147133,884531,1,.69,"S","FISHERS",39.96,-86.02,3957600,861200
202006,147133,884532,1,.69,"N","GREENFIELD",39.79,-85.78,3947400,8546800
202006,147133,884535,1,.65,"W","CIRCLEVILLE",39.5988,-85.4421,3935928,8526526
202006,147133,885526,1,2.33,"SSW","SHEPHARDSVILLE",39.57,-87.44,3934200,8726400
202006,147133,885527,1,2.06,"SSW","RHODES",39.5946,-87.4404,3935676,8726424
202006,147133,885527,2,.51,"SSE","KLONDYKE",39.6633,-87.4459,3939798,8726754
202006,147133,885527,3,.28,"SW","CLINTON",39.6676,-87.4043,3940056,8724258
202006,147133,885527,4,1.94,"S","NEEDMORE",39.592,-87.3959,3935520,8723754
202006,147134,884472,1,.89,"SE","HARDESTY",36.61,-101.19,3636600,10111400
202006,147135,884473,1,1.78,"NE","(AMA)AMARILLO INTL A",35.24,-101.7,3514400,10142000
202006,147135,884474,1,2.91,"ENE","(AMA)AMARILLO INTL A",35.23,-101.67,3513800,10140200
202006,147135,884475,1,.89,"SW","PANTEX",35.32,-101.58,3519200,10134800
202006,147135,884476,1,5.64,"E","(AMA)AMARILLO INTL A",35.22,-101.62,3513200,10137200
202006,147135,884477,1,1.49,"SSW","DARROUZETT",36.41,-100.33,3624600,10019800
202006,147135,884478,1,7.68,"SSE","FARNSWORTH",36.18,-100.91,3610800,10054600
202006,147135,884479,1,14.56,"SE","FARNSWORTH",36.12,-100.8,367200,10048000
202006,147135,884480,1,.89,"SW","CANADIAN",35.89,-100.39,3553400,10023400
202006,147135,884481,1,1.82,"WSW","BRISCOE",35.57,-100.31,3534200,10018600
202006,147141,884491,1,1.14,"SW","BOWEN",37.8364,-83.782,3750184,8346920
202006,147141,884493,1,1.06,"W","LAMONT",37.3495,-83.3392,3720970,8320352
202006,147141,884493,2,.84,"SE","KRYPTON",37.3115,-83.3391,3718690,8320346
202006,147612,888071,1,23.77,"N","LUDE",49.31,-94.85,4918600,9451000
202006,147612,888073,1,7.15,"NNW","VIKING",48.3,-96.46,4818000,9627600
202006,147612,888075,1,3.48,"S","MIDDLE RIVER",48.38,-96.16,4822800,969600
202006,147612,888075,2,7,"E","MIDDLE RIVER",48.43,-96.0173,4825800,961038
202006,147612,888076,1,6.45,"E","MIDDLE RIVER",48.44,-96.03,4826400,961800
202006,147612,888077,1,1.66,"SSE","THIEF LAKE REFUGE",48.45,-95.86,4827000,9551600
202006,147612,888079,1,1.54,"WSW","WINNER",48.59,-95.46,4835400,9527600
202006,147612,888080,1,2.42,"ENE","PLUMMER",47.93,-96,4755800,9600
202006,147612,888084,1,14.69,"W","FAUNCE",48.58,-95.27,4834800,9516200
202006,147612,888084,2,13.25,"W","FAUNCE",48.6,-95.24,4836000,9514400
202006,147612,888086,1,10.53,"W","FAUNCE",48.61,-95.18,4836600,9510800
202006,147612,888087,1,3.9,"ESE","MALUNG",48.76,-95.64,4845600,9538400
202006,147612,888089,1,1.14,"SW","GRACETON",48.74,-94.84,4844400,9450400
202006,147612,888090,1,5.98,"SSW","WANNASKA",48.59,-95.78,4835400,9546800
202006,147612,888091,1,3.9,"SSE","MANDUS",48.8,-95.61,4848000,9536600
202006,147612,888092,1,1.18,"SE","VINING",46.26,-95.51,4615600,9530600
202006,147612,888093,1,3.6,"ESE","SEBEKA",46.61,-95.03,4636600,951800
202006,147612,888094,1,2.81,"NE","MENAHGA",46.78,-95.06,4646800,953600
202006,147612,888095,1,.84,"SW","BRECKENRIDGE",46.26,-96.59,4615600,9635400
202006,147612,888096,1,.96,"E","(FFM)FERGUS FALLS AR",46.28,-96.13,4616800,967800
202006,147612,888097,1,.69,"S","FERGUS FALLS",46.27,-96.07,4616200,964200
202006,147612,888099,1,.84,"NW","ROTHSAY",46.49,-96.29,4629400,9617400
202006,147612,888101,1,3.11,"SSE","FERGUS FALLS",46.24,-96.04,4614400,962400
202006,147612,888103,1,2.81,"NE","PELICAN RAPIDS",46.6,-96.04,4636000,962400
202006,147612,888107,1,4.17,"N","BATTLE LAKE MUNI ARP",46.36,-95.71,4621600,9542600
202006,147612,888113,1,0,"N","VERGAS",46.67,-95.8,4640200,9548000
202006,147612,888114,1,2.32,"SE","WILTON",47.48,-94.96,4728800,9457600
202006,147616,888171,1,4.46,"SSW","SALERNO",27.094,-80.236,275640,8014160
202006,147616,888171,2,2.7,"ESE","SALERNO",27.136,-80.159,278160,809540
202006,147616,888171,3,1.25,"S","JUPITER IS",27.0519,-80.12,273114,807200
202006,147616,888171,4,3.58,"SW","GOMEZ",27.045,-80.193,272700,8011580
202006,147630,891289,1,1.27,"ENE","FULTON",33.6267,-93.7994,3337602,9347964
202006,147630,891290,1,1.89,"SSE","OAKHAVEN",33.7052,-93.606,3342312,9336360
202006,147630,891292,1,2.25,"S","HOPE",33.6379,-93.5936,3338274,9335616
202006,147630,891297,1,1.96,"SE","HOPE MUNI ARPT",33.7042,-93.6417,3342252,9338502
202006,147630,891297,2,.99,"ENE","GUERNSEY",33.633,-93.6633,3337980,9339798
202006,147630,891297,3,.15,"NE","SHOVER SPGS",33.6218,-93.5285,3337308,9331710
202006,147630,891297,4,1.35,"N","ROCKY MOUND",33.6894,-93.5324,3341364,9331944
202006,147630,891297,5,1.87,"SE","OAKHAVEN",33.7128,-93.5949,3342768,9335694
202006,147630,891298,1,2.01,"ESE","HOPE MUNI ARPT",33.7041,-93.6408,3342246,9338448
202006,147630,891298,2,.83,"NE","GUERNSEY",33.6371,-93.6685,3338226,9340110
202006,147630,891298,3,.81,"NNW","SHOVER SPGS",33.6307,-93.536,3337842,9332160
202006,147630,891298,4,.96,"NNW","ROCKY MOUND",33.6818,-93.5387,3340908,9332322
202006,147630,891298,5,2.14,"SE","OAKHAVEN",33.7086,-93.593,3342516,9335580
202006,147631,902005,1,.76,"E","CHEROKEE",34.7506,-87.9566,3445036,8757396
202006,147631,902006,1,.57,"W","(MSL)MUSCLE SHOALS A",34.75,-87.63,3445000,8737800
202006,147631,902007,1,2.5,"SSW","VALDOSTA",34.6874,-87.739,3441244,8744340
202006,147631,902009,1,.48,"WSW","COURTLAND",34.6675,-87.3078,3440050,8718468
202006,147631,902010,1,.57,"W","COLUMBUS CITY",34.45,-86.24,3427000,8614400
202006,147631,902011,1,.57,"W","COLUMBUS CITY",34.45,-86.24,3427000,8614400
202006,147631,902012,1,3.16,"ENE","PLEASANT HILL",34.59,-86.08,3435400,864800
202006,147631,902014,1,3.35,"SSW","SCOTTSBORO",34.6255,-86.0534,3437530,863204
202006,147631,902015,1,.57,"SSE","WANNVILLE",34.7623,-85.8766,3445738,8552596
202006,147631,902031,1,.57,"W","(MSL)MUSCLE SHOALS A",34.75,-87.63,3445000,8737800
202006,147637,888489,1,2.75,"ESE","CARTHAGE",39.72,-85.52,3943200,8531200
202006,147638,888430,1,.69,"N","RILEY",39.39,-87.3,3923400,8718000
202006,147638,888431,1,0,"N","HALSMER ARPT",40.4,-86.8,4024000,8648000
202006,147639,888441,1,.89,"SW","SILERVILLE",36.61,-84.44,3636600,8426400
202006,147639,888441,2,.89,"NW","PINE KNOT",36.66,-84.44,3639600,8426400
202006,147639,888442,1,3.17,"SSE","MAULDEN",37.3057,-83.8646,3718342,8351876
202006,147639,888443,1,.67,"N","DABOLT",37.3396,-84.0213,3720376,841278
202006,147639,888444,1,1.16,"W","STOP",36.82,-85.0011,3649200,8566
202006,147639,888445,1,.55,"W","LONDON",37.13,-84.09,377800,845400
202006,147639,888446,1,0,"N","MC WHORTER",37.23,-84,3713800,8400
202006,147640,897887,1,.83,"SW","DOYON",48.04,-98.54,482400,9832400
202006,147640,897888,1,2.4,"WSW","BROCKET",48.21,-98.4,4812600,9824000
202006,147640,897889,1,4.84,"S","ADAMS",48.35,-98.07,4821000,984200
202006,147640,897890,1,3.6,"SE","PELTO",48.11,-98.17,486600,9810200
202006,147640,897891,1,2.27,"NNE","PEKIN",47.81,-98.3,4748600,9818000
202006,147640,897892,1,.83,"SW","HANNAFORD",47.31,-98.19,4718600,9811400
202006,147640,897893,1,3.59,"SE","HERRICK",48.48,-97.18,4828800,9710800
202006,147640,897894,1,1.58,"ESE","KOLDOK",46.92,-97.79,4655200,9747400
202006,147640,897895,1,8.47,"NNE","SHERBROOKE",47.58,-97.64,4734800,9738400
202006,147640,897896,1,1.38,"S","(RDR)GRAND FORKS AFB",47.93,-97.4,4755800,9724000
202006,147640,897897,1,.47,"W","TOWER CITY",46.93,-97.68,4655800,9740800
202006,147640,897898,1,.69,"N","LISBON",46.44,-97.68,4626400,9740800
202006,147640,897899,1,3.11,"NE","NORTHWOOD",47.76,-97.52,4745600,9731200
202006,147640,897900,1,1.15,"NE","(RDR)GRAND FORKS AFB",47.96,-97.38,4757600,9722800
202006,147640,897901,1,4.24,"W","REYNOLDS",47.67,-97.19,4740200,9711400
202006,147640,897902,1,3.73,"SSE","BUXTON",47.55,-97.07,4733000,974200
202006,147640,897903,1,0,"N","NOLAN",47.13,-97.57,477800,9734200
202006,147640,897904,1,2.28,"SSW","ABSARAKA",46.95,-97.4,4657000,9724000
202006,147640,897905,1,.69,"N","GALESBURG",47.28,-97.42,4716800,9725200
202006,147640,897906,1,3.93,"NNW","ERIE",47.17,-97.42,4710200,9725200
202006,147640,897907,1,3.34,"NE","MURRAY",47.47,-97.23,4728200,9713800
202006,147640,897908,1,.47,"E","HILLSBORO",47.4,-97.06,4724000,973600
202006,147640,897909,1,7.46,"NNW","ERIE",47.22,-97.44,4713200,9726400
202006,147640,897910,1,.69,"N","GALESBURG",47.28,-97.42,4716800,9725200
202006,147641,897911,1,2.29,"E","KARLSTAD",48.58,-96.47,4834800,9628200
202006,147641,897912,1,4.58,"SW","GREENBUSH ARPT",48.64,-96.28,4838400,9616800
202006,147641,897913,1,3.43,"SW","GREENBUSH ARPT",48.65,-96.26,4839000,9615600
202006,147641,897913,2,3,"SW","GREENBUSH",48.6693,-96.2265,4840158,9613590
202006,147641,897914,1,3.08,"NE","PELAN",48.7,-96.32,4842000,9619200
202006,147641,897915,1,0,"N","GREENBUSH",48.7,-96.18,4842000,9610800
202006,147641,897916,1,3.31,"SSE","MATTSON",48.64,-97.04,4838400,972400
202006,147641,897917,1,3.72,"SSE","MATTSON",48.63,-97.05,4837800,973000
202006,147641,897918,1,2.29,"SW","DONALDSON",48.56,-96.94,4833600,9656400
202006,147641,897919,1,.69,"N","DONALDSON",48.59,-96.9,4835400,9654000
202006,147641,897920,1,4.19,"W","ELDRED",47.68,-96.89,4740800,9653400
