,titleId,ll_x,ll_y,ur_x,ur_y
0,43905654,8.566235492984246,47.412412883331584,8.567579415487565,47.413299273336726
1,43456964,8.578367891912222,47.360121900140385,8.579710697031524,47.361008163367046
2,43401058,8.556074666509994,47.37023448974605,8.557417355639931,47.37112100965133
3,42788346,8.47000804189244,47.370135562051885,8.471349295403328,47.37102308279479
4,43662370,8.51741557674203,47.422773286564436,8.518758947528339,47.423660241524196
5,42973578,8.467742327744315,47.389944801704395,8.46908404253102,47.39083234335739
6,43177786,8.477275518069499,47.4033519792405,8.478617729743064,47.40423940636332
7,43943166,8.542798056660622,47.43242816238937,8.544142094308972,47.433314819362295
8,43943127,8.593725856449506,47.396849692179686,8.595069843616194,47.39773576661846
9,42853110,8.497558268376963,47.35729313072455,8.498899657377283,47.358180334678266
10,43811978,8.580404065103888,47.39338402897006,8.581747743076434,47.39427025942369
11,43010637,8.513530949446046,47.36164312614828,8.514872713934862,47.36253014321738
12,43335917,8.481495947903348,47.41590690924381,8.482838546617803,47.41679428377261
13,42714354,8.485540742233912,47.35200563891386,8.486881798016586,47.352892983984844
14,43438357,8.52873421475904,47.39298352295724,8.530077022360798,47.39387035466436
15,42964272,8.513440299454174,47.357146399576415,8.514781949179683,47.35803341890522
16,42992076,8.52915669891362,47.34890338151748,8.530498402648487,47.349790220268076
17,43531641,8.504092271453473,47.41929884943082,8.505435332460504,47.42018596030422
18,43382418,8.565170292151821,47.36205044799752,8.566512926333129,47.36293686428329
19,43709083,8.552779920714576,47.40264878271,8.554123372636578,47.403535332017114
20,43793286,8.54249972907032,47.41803900629973,8.54384339829985,47.41892567085928
21,43522271,8.555014540714001,47.382837965396064,8.556357530002076,47.38372449419707
22,43802620,8.576469322318099,47.39522187154151,8.577812981186241,47.3961081472763
23,43868175,8.567465051953011,47.40790333917989,8.568808881058203,47.40878971614937
24,43568936,8.55510874550227,47.38733462330813,8.556451849780332,47.38822114977596
25,42797579,8.494839996504801,47.353719976283514,8.496181250283799,47.35460721279374
26,43830729,8.54649345339574,47.41890030594733,8.547837210908254,47.41978692380361
27,43783921,8.550318348665687,47.411667553759244,8.551661987259818,47.41255412916835
28,43905674,8.540110115756901,47.43065480077658,8.541454063810425,47.43154148952715
29,43438338,8.553539897185033,47.37565608582208,8.554882680817151,47.37654263374399
30,42834583,8.513186561093912,47.34455553263629,8.514527889587516,47.34544255826199
31,43503601,8.56933185109345,47.371004987080276,8.570674780254715,47.37189135252328
32,43933762,8.580654655946265,47.4050752331803,8.58199863323609,47.40596145745566
33,43615619,8.564340408491582,47.38544601594401,8.565683618797472,47.3863324355214
34,42982811,8.518697855854441,47.35529831271026,8.520039546557442,47.35618527139416
35,42732836,8.49471531788526,47.347424521960576,8.49605641112168,47.34831176159296
36,43457011,8.517014926977474,47.40298802926183,8.518357791735037,47.40387499447379
37,42732841,8.488187496317522,47.35198161119792,8.489528595567874,47.35286892550798
38,42862391,8.468840629127355,47.3782415087945,8.470182067346352,47.37912904089942
39,42982804,8.527833408087773,47.348915872898125,8.529175090115857,47.34980272703598
40,43177745,8.530829952836434,47.36597839396382,8.532172114525576,47.366865208684295
41,43373097,8.572977984938115,47.3556773520685,8.574320588384351,47.356563679209074
42,43943132,8.587200455893873,47.401412311096784,8.58854444965509,47.402298460214745
43,42788316,8.509180894884587,47.34279371133999,8.510522112364526,47.34368078400856
44,43578283,8.540765278423034,47.39826644758218,8.542108419670036,47.39915313788188
45,43335910,8.49064636232688,47.40952753328122,8.491988952640682,47.4104148032443
46,42677370,8.50896431875285,47.33200148870049,8.51030526105945,47.33288856671605
47,43224263,8.48128468542689,47.4051148754957,8.482627008388658,47.40600225552384
48,42816098,8.479204628987363,47.366455053775006,8.480545943023117,47.36734246862342
49,43718427,8.56193847111413,47.39716306400437,8.56328193708105,47.39804950828592
50,42880860,8.536763084767243,47.332639876370806,8.538104505637186,47.33352663092807
51,43933759,8.584570636523122,47.40233793188794,8.585914609882336,47.40322411135493
52,42927202,8.508146298850907,47.35719555285292,8.50948786168066,47.35808263372721
53,42640421,8.507587379451437,47.329315686844254,8.508928231279636,47.33020278156934
54,42751328,8.49605641112168,47.34831176159296,8.497397549016224,47.349198985398985
55,43252140,8.511390399080701,47.38684930089757,8.51273276311612,47.387736335997594
56,42751313,8.515633159857428,47.33463801785134,8.516974279470405,47.33552501763215
57,42668135,8.50372667929328,47.33474849826415,8.50506760354928,47.335635636462584
58,43373116,8.548187929943383,47.37300907167589,8.54953055775983,47.37389568258179
59,43289368,8.493171346969762,47.40320804019314,8.494513819962645,47.40409528257765
60,43699687,8.612780159117358,47.35977712066961,8.614123527813922,47.3606629834247
61,43373100,8.56906483802775,47.35841429932771,8.57040744535646,47.359300671272024
62,43373094,8.576890729840924,47.35294026989128,8.578233329391788,47.3538265522286
63,43205614,8.551765181393574,47.35408475370426,8.553107391822985,47.35497132808924
64,42899395,8.523753733582222,47.343557172756626,8.525095212803647,47.34444407575916
65,43615587,8.60608367726866,47.35624689977882,8.607426845616358,47.357132841440574
66,42658894,8.507623421076506,47.33111439486238,8.50896431875285,47.33200148870049
67,43261434,8.521856315505493,47.38045509257861,8.5231986926487,47.3813420077287
68,42714334,8.511646247997648,47.33377562890805,8.512987279568954,47.33466267527551
69,42760588,8.480405349311717,47.36014767444274,8.48174652453267,47.36103507703216
70,43494259,8.587574634310197,47.357332084261365,8.588917522235864,47.35821824108434
71,43177768,8.500796478245721,47.3869471756259,8.502138668273883,47.38783433387805
72,43886897,8.587084129449297,47.39601637650078,8.588427985044891,47.396902528477405
73,42955031,8.475548267346065,47.382679010980056,8.47688992913419,47.38356646391055
74,43029217,8.478301813159478,47.38805127474599,8.479643656211522,47.38893869419333
75,43961888,8.583323329078537,47.40594834493318,8.584667372841258,47.40683453790478
76,43933783,8.553231512397279,47.42423255732353,8.554575516837797,47.425119095271576
77,43382443,8.532541200255208,47.38485196501062,8.533883866180505,47.38573875468486
78,43047744,8.51751997738731,47.36250544265671,8.51886183000759,47.36339241310689
79,43084883,8.500617257363253,47.37795376542908,8.501959217734928,47.37884092823261
80,43196312,8.559573310437804,47.347712549674846,8.560915490241229,47.34859903491046
81,43737102,8.601123195132391,47.371588908322984,8.602466667889457,47.372474903598274
82,42686601,8.520724233030556,47.32469564815341,8.52206518720876,47.32558259131488
83,43681031,8.559251673392318,47.39539012780893,8.560595049885054,47.39627660384504
84,43624967,8.555221812317996,47.392730604449845,8.556565054610246,47.39361712811037
85,42695844,8.518133438198095,47.32741848273047,8.519474417770082,47.328305455315636
86,43643694,8.500386065993132,47.432825346499946,8.501729406712393,47.433712496592314
87,43484952,8.561464636248443,47.37467980771513,8.562807527155531,47.375566263700975
88,43494296,8.539292129313244,47.39108442024232,8.540635064838714,47.391971129672754
89,43177769,8.49949013846653,47.38785868145302,8.500832329709535,47.388745854641975
90,43094151,8.521527401560421,47.36426696388113,8.522869365271116,47.36515388725374
91,42945744,8.499042743711307,47.36537511025917,8.500384360959893,47.36626229478304
92,43522286,8.535430186392706,47.39651819138217,8.536773194678982,47.397404944226196
93,43550306,8.5041282562543,47.421097509146875,8.505471363262181,47.42198461908983
94,43606245,8.608671377443855,47.35352211435204,8.610014520119886,47.35440802661558
95,43057028,8.512316004721242,47.367051503253535,8.513657885221424,47.36793853299308
96,43755827,8.580288445025134,47.387988074016654,8.581631984896612,47.388874307308804
97,43961892,8.578101492473646,47.40959798944305,8.579445541469372,47.41048424215993
98,43410406,8.516923911881173,47.398491362470985,8.51826666168584,47.399378329997646
99,42982821,8.505643269950125,47.36441480780961,8.506984972923464,47.36530191584946
100,43840076,8.56871348076826,47.40429309962115,8.570057239509147,47.4051794630776
101,43540964,8.515872141543221,47.4119936976147,8.51721521450097,47.41288067358337
102,43709064,8.577582277741408,47.385316232136915,8.578925705160062,47.38620249765912
